Timestamp,Latitude,Longitude,Velocity,Altitude
2024-12-09T18:48:33.412Z,29.211107475703805,-81.01999727156108,82,414
2024-12-09T18:48:33.623Z,29.214478134398142,-81.01869127688015,78,50
2024-12-09T18:48:33.834Z,29.21399743980555,-81.0252487287824,53,366
2024-12-09T18:48:34.048Z,29.211618267542548,-81.01884643504944,5,183
2024-12-09T18:48:34.259Z,29.21303901369664,-81.02783017690972,51,294
2024-12-09T18:48:34.472Z,29.21164424309865,-81.01873956137821,58,318
2024-12-09T18:48:34.686Z,29.213571221231497,-81.0270069800915,62,104
2024-12-09T18:48:34.900Z,29.208886352114664,-81.02583147297395,93,214
2024-12-09T18:48:35.114Z,29.21207308731481,-81.0242819652401,23,58
2024-12-09T18:48:35.327Z,29.214096679090563,-81.02656798893749,72,237
2024-12-09T18:48:35.538Z,29.21513268677997,-81.02718275885381,81,297
2024-12-09T18:48:35.752Z,29.214516453916232,-81.02172359050981,61,353
2024-12-09T18:48:35.964Z,29.2084711125506,-81.0276306697802,42,427
2024-12-09T18:48:36.175Z,29.212988405892485,-81.02547768122106,19,232
2024-12-09T18:48:36.388Z,29.209240588694204,-81.02285227417543,17,475
2024-12-09T18:48:36.603Z,29.214783769588443,-81.02365322932849,80,448
2024-12-09T18:48:36.815Z,29.214454455984516,-81.02562154098483,54,305
2024-12-09T18:48:37.028Z,29.21337088750407,-81.02398073091281,22,304
2024-12-09T18:48:37.240Z,29.212674841414103,-81.01845268082779,11,290
2024-12-09T18:48:37.452Z,29.215115861826686,-81.02740195503559,36,61
2024-12-09T18:48:37.663Z,29.211708270765975,-81.02660535309107,56,211
2024-12-09T18:48:37.875Z,29.210199706678893,-81.02610561988227,66,227
2024-12-09T18:48:38.088Z,29.213405756547882,-81.02656787130853,14,201
2024-12-09T18:48:38.302Z,29.206398775398878,-81.0269534979745,4,105
2024-12-09T18:48:38.513Z,29.208264024915785,-81.02309658756462,84,203
2024-12-09T18:48:38.725Z,29.208370296413076,-81.0227998920891,15,413
2024-12-09T18:48:38.940Z,29.210007273160805,-81.02500014833184,74,386
2024-12-09T18:48:39.152Z,29.20810654735911,-81.02581770606939,11,322
2024-12-09T18:48:39.365Z,29.209567401722428,-81.02026017670885,27,308
2024-12-09T18:48:39.577Z,29.211400256020326,-81.02576765087491,59,290
2024-12-09T18:48:39.787Z,29.21129927284085,-81.02128600313684,58,279
2024-12-09T18:48:40.001Z,29.209868146235113,-81.02329871863849,83,168
2024-12-09T18:48:40.213Z,29.212206494424677,-81.02233050691427,9,457
2024-12-09T18:48:40.426Z,29.20668444447841,-81.02783235357077,68,269
2024-12-09T18:48:40.640Z,29.215133824761097,-81.01935441568759,45,449
2024-12-09T18:48:40.850Z,29.206748323529418,-81.02287745572218,67,349
2024-12-09T18:48:41.064Z,29.21170543800476,-81.02726888323163,35,39
2024-12-09T18:48:41.276Z,29.215259675145457,-81.02020626332254,40,246
2024-12-09T18:48:41.489Z,29.20744220703197,-81.02056797556682,56,338
2024-12-09T18:48:41.703Z,29.205860389225435,-81.0256915018134,82,354
2024-12-09T18:48:41.914Z,29.20726408578411,-81.0249713081322,24,243
2024-12-09T18:48:42.126Z,29.210958668358813,-81.02284588916807,90,308
2024-12-09T18:48:42.338Z,29.214104393998657,-81.02535954344874,39,227
2024-12-09T18:48:42.551Z,29.20973237038426,-81.02545307182717,16,426
2024-12-09T18:48:42.764Z,29.21247640209185,-81.01969932470149,14,445
2024-12-09T18:48:42.977Z,29.215668432465282,-81.027654556341,27,342
2024-12-09T18:48:43.188Z,29.208041124784717,-81.02013553028766,23,80
2024-12-09T18:48:43.401Z,29.214755745525554,-81.02159041171808,87,327
2024-12-09T18:48:43.613Z,29.209860411495303,-81.02120277757146,32,139
2024-12-09T18:48:43.826Z,29.214557124790463,-81.02656716066451,64,392
2024-12-09T18:48:44.038Z,29.214047116396276,-81.02248905276376,71,285
2024-12-09T18:48:44.250Z,29.210218907453637,-81.02250861162089,13,461
2024-12-09T18:48:44.462Z,29.21261801234135,-81.02336927912127,60,321
2024-12-09T18:48:44.673Z,29.208067082845616,-81.02129411713909,94,469
2024-12-09T18:48:44.888Z,29.212892989224628,-81.02578428259613,37,499
2024-12-09T18:48:45.102Z,29.21165546368862,-81.02564086919527,20,327
2024-12-09T18:48:45.314Z,29.208598616576836,-81.02457664688369,46,60
2024-12-09T18:48:45.526Z,29.212974087502275,-81.0230195433414,72,59
2024-12-09T18:48:45.739Z,29.209995309534957,-81.02005060752872,71,74
2024-12-09T18:48:45.950Z,29.205911090527785,-81.01905030322015,15,473
2024-12-09T18:48:46.162Z,29.214946030708393,-81.02774049585422,41,394
2024-12-09T18:48:46.374Z,29.21510791999259,-81.02290586473518,44,58
2024-12-09T18:48:46.587Z,29.21077959493121,-81.02156586720061,62,173
2024-12-09T18:48:46.800Z,29.21313623644529,-81.02687829540436,88,439
2024-12-09T18:48:47.015Z,29.20781867354699,-81.02537617140231,86,375
2024-12-09T18:48:47.228Z,29.20633440568084,-81.01910730397199,80,311
2024-12-09T18:48:47.441Z,29.21148670591638,-81.02508041630524,37,107
2024-12-09T18:48:47.652Z,29.21054083540668,-81.02767984397876,50,499
2024-12-09T18:48:47.864Z,29.207199128763595,-81.02547615348094,39,475
2024-12-09T18:48:48.077Z,29.2133693026252,-81.01818127822673,71,43
2024-12-09T18:48:48.291Z,29.206062840470473,-81.02427635201799,99,383
2024-12-09T18:48:48.502Z,29.21579627552858,-81.02463885301731,45,56
2024-12-09T18:48:48.716Z,29.20636806718254,-81.02730205088305,81,238
2024-12-09T18:48:48.928Z,29.20753828296434,-81.02062743954217,55,305
2024-12-09T18:48:49.140Z,29.213803256056632,-81.02335431603403,62,102
2024-12-09T18:48:49.352Z,29.209127450640626,-81.01841452574689,81,211
2024-12-09T18:48:49.565Z,29.20819333403246,-81.02380723576695,82,451
2024-12-09T18:48:49.778Z,29.210043647198347,-81.02626810518478,84,346
2024-12-09T18:48:49.990Z,29.215665362066147,-81.02271360225862,0,183
2024-12-09T18:48:50.202Z,29.215580880885415,-81.02421599553365,86,303
2024-12-09T18:48:50.414Z,29.212459052179373,-81.02103810160739,89,336
2024-12-09T18:48:50.626Z,29.215623730711986,-81.02670991548496,53,298
2024-12-09T18:48:50.838Z,29.208621159670155,-81.02381757812863,87,415
2024-12-09T18:48:51.051Z,29.213908357066224,-81.02649919288434,42,117
2024-12-09T18:48:51.261Z,29.21545571471056,-81.01857198859724,51,434
2024-12-09T18:48:51.474Z,29.213825706387674,-81.02731103330945,96,427
2024-12-09T18:48:51.685Z,29.210266399286127,-81.01926365962551,65,149
2024-12-09T18:48:51.897Z,29.21323829637246,-81.01934672021773,5,317
2024-12-09T18:48:52.109Z,29.206623491377602,-81.02741120055977,65,305
2024-12-09T18:48:52.320Z,29.206426723907857,-81.02480513274482,65,105
2024-12-09T18:48:52.534Z,29.207114047106945,-81.02618180647154,86,347
2024-12-09T18:48:52.745Z,29.208743346577315,-81.0199407293503,41,112
2024-12-09T18:48:52.960Z,29.207169330144396,-81.02773412652763,65,158
2024-12-09T18:48:53.172Z,29.212784093436664,-81.02559878529847,98,95
2024-12-09T18:48:53.384Z,29.215325551953754,-81.01974685110919,56,69
2024-12-09T18:48:53.595Z,29.20870785290487,-81.0261513556339,96,427
2024-12-09T18:48:53.806Z,29.20793018059145,-81.02217119202125,42,212
2024-12-09T18:48:54.019Z,29.20676044660962,-81.022176395031,97,190
2024-12-09T18:48:54.233Z,29.207567582449567,-81.01892003262739,38,40
2024-12-09T18:48:54.444Z,29.210228487948473,-81.01789434524282,52,171
2024-12-09T18:48:54.656Z,29.213833235107604,-81.02152475135013,11,48
2024-12-09T18:48:54.867Z,29.21362145579869,-81.02680895638079,9,290
2024-12-09T18:48:55.078Z,29.212654171813245,-81.02084454993121,71,200
2024-12-09T18:48:55.291Z,29.21468783348987,-81.02114114903009,20,497
2024-12-09T18:48:55.505Z,29.20866605289501,-81.02657213900237,59,454
2024-12-09T18:48:55.718Z,29.209093331915856,-81.02457057053796,73,284
2024-12-09T18:48:55.930Z,29.209590085568777,-81.02475142910642,15,187
2024-12-09T18:48:56.142Z,29.20729522225768,-81.02539665804463,81,431
2024-12-09T18:48:56.355Z,29.21534888583018,-81.02583405149873,72,329
2024-12-09T18:48:56.566Z,29.20840278848697,-81.02368114455383,53,192
2024-12-09T18:48:56.777Z,29.215364584530757,-81.02378665974668,52,445
2024-12-09T18:48:56.990Z,29.206765663656395,-81.027051410033,7,401
2024-12-09T18:48:57.202Z,29.20861946838646,-81.02468195261517,24,480
2024-12-09T18:48:57.415Z,29.20675294921271,-81.01999897386713,2,68
2024-12-09T18:48:57.626Z,29.213251826951407,-81.0229012661947,86,460
2024-12-09T18:48:57.840Z,29.213464990259556,-81.02345994233326,68,209
2024-12-09T18:48:58.052Z,29.211156866407432,-81.02068263773518,78,160
2024-12-09T18:48:58.263Z,29.206125028343543,-81.01801627836882,53,247
2024-12-09T18:48:58.475Z,29.209779887353154,-81.02103748519362,11,472
2024-12-09T18:48:58.689Z,29.208918097245526,-81.0248519544843,16,413
2024-12-09T18:48:58.901Z,29.208783250148525,-81.02538485016665,53,45
2024-12-09T18:48:59.113Z,29.209738150248416,-81.02481691375381,86,196
2024-12-09T18:48:59.325Z,29.21412238952878,-81.0203763214466,50,442
2024-12-09T18:48:59.537Z,29.207066013590076,-81.0193873587401,71,462
2024-12-09T18:48:59.750Z,29.210387606750395,-81.02607663079658,6,55
2024-12-09T18:48:59.963Z,29.207097835217017,-81.02668033747389,7,175
2024-12-09T18:49:00.175Z,29.215681611591904,-81.02461810279185,34,469
2024-12-09T18:49:00.388Z,29.20733292354306,-81.0214415751823,77,188
2024-12-09T18:49:00.601Z,29.214081954968165,-81.02650385236574,16,359
2024-12-09T18:49:00.814Z,29.20684935458746,-81.02075482162336,48,481
2024-12-09T18:49:01.025Z,29.215596821304807,-81.0271262100305,17,319
2024-12-09T18:49:01.237Z,29.206979117547824,-81.02435137684789,68,362
2024-12-09T18:49:01.450Z,29.213220597768384,-81.0226644872042,34,269
2024-12-09T18:49:01.663Z,29.20807280118716,-81.01895220523107,38,318
2024-12-09T18:49:01.875Z,29.209013286977697,-81.02570715736955,3,61
2024-12-09T18:49:02.088Z,29.210404289874965,-81.02145161340408,12,120
2024-12-09T18:49:02.301Z,29.20813275779191,-81.0231719981715,66,18
2024-12-09T18:49:02.514Z,29.207574881440006,-81.02084548208805,32,238
2024-12-09T18:49:02.726Z,29.21267360098511,-81.0219059695139,88,396
2024-12-09T18:49:02.939Z,29.206841352874136,-81.0212246392886,41,260
2024-12-09T18:49:03.151Z,29.212971544906836,-81.02356060509652,57,190
2024-12-09T18:49:03.363Z,29.211418492829818,-81.02395120598757,47,359
2024-12-09T18:49:03.577Z,29.206563504190573,-81.02778580868495,93,181
2024-12-09T18:49:03.790Z,29.21220038249707,-81.02548441959411,3,223
2024-12-09T18:49:04.003Z,29.207314755816192,-81.02454179449873,6,431
2024-12-09T18:49:04.215Z,29.214984783777957,-81.02507324210144,36,373
2024-12-09T18:49:04.427Z,29.21195003752301,-81.02243150438117,90,379
2024-12-09T18:49:04.639Z,29.213730356082248,-81.02339966642106,85,396
2024-12-09T18:49:04.850Z,29.206931647785414,-81.01908118385123,27,464
2024-12-09T18:49:05.064Z,29.206929020009195,-81.02214761613584,65,5
2024-12-09T18:49:05.277Z,29.210374513174255,-81.02174501709769,79,343
2024-12-09T18:49:05.490Z,29.208650234608765,-81.02191392532224,77,438
2024-12-09T18:49:05.703Z,29.20818068940395,-81.02623709608496,42,267
2024-12-09T18:49:05.915Z,29.210721489370094,-81.02509479959865,97,321
2024-12-09T18:49:06.128Z,29.21235134903012,-81.02357647291993,49,439
2024-12-09T18:49:06.341Z,29.21249487609564,-81.0196726021309,36,326
2024-12-09T18:49:06.551Z,29.209102141072844,-81.02579703334825,69,10
2024-12-09T18:49:06.766Z,29.211194611542652,-81.0246778351156,26,204
2024-12-09T18:49:06.978Z,29.20813721137732,-81.02309241080455,23,482
2024-12-09T18:49:07.188Z,29.2154789290298,-81.02780798836291,62,274
2024-12-09T18:49:07.400Z,29.21519596033377,-81.0215192109358,21,414
2024-12-09T18:49:07.611Z,29.209444007041284,-81.02049824376992,8,120
2024-12-09T18:49:07.823Z,29.20634488189092,-81.02675140523476,87,339
2024-12-09T18:49:08.035Z,29.2083536059847,-81.02763797695816,71,217
2024-12-09T18:49:08.247Z,29.214783670653425,-81.0183936272702,28,124
2024-12-09T18:49:08.459Z,29.208448447889353,-81.01816210368209,41,208
2024-12-09T18:49:08.672Z,29.20746443833615,-81.02579331029936,19,177
2024-12-09T18:49:08.884Z,29.21420667922021,-81.02116810347597,50,149
2024-12-09T18:49:09.098Z,29.214132421792215,-81.02631544425837,49,6
2024-12-09T18:49:09.310Z,29.21006546929068,-81.02695275293829,68,77
2024-12-09T18:49:09.521Z,29.20887698459968,-81.02212244437263,45,21
2024-12-09T18:49:09.734Z,29.21471744557236,-81.02150886903165,77,277
2024-12-09T18:49:09.945Z,29.212063402052163,-81.01964323135645,99,263
2024-12-09T18:49:10.157Z,29.212744672713868,-81.02257055363377,42,164
2024-12-09T18:49:10.368Z,29.211552142168827,-81.02083902586537,16,206
2024-12-09T18:49:10.582Z,29.20981497847702,-81.02458769679696,62,364
2024-12-09T18:49:10.795Z,29.21308319470122,-81.02239015915612,52,173
2024-12-09T18:49:11.006Z,29.20994881065655,-81.01995008158285,96,270
2024-12-09T18:49:11.218Z,29.207282422660505,-81.02140174785143,80,123
2024-12-09T18:49:11.430Z,29.207118570047584,-81.02314854974183,95,335
2024-12-09T18:49:11.643Z,29.209766361451777,-81.02234903348462,13,447
2024-12-09T18:49:11.854Z,29.214338225923846,-81.02632051022862,57,59
2024-12-09T18:49:12.066Z,29.214797621916006,-81.01963290715483,65,224
2024-12-09T18:49:12.277Z,29.213201923325624,-81.02782618112099,81,28
2024-12-09T18:49:12.490Z,29.209033105498854,-81.02157551333947,45,377
2024-12-09T18:49:12.702Z,29.208682556798436,-81.02269672670788,51,464
2024-12-09T18:49:12.914Z,29.20748824692262,-81.0254500667955,20,345
2024-12-09T18:49:13.128Z,29.20663497226106,-81.01860835919346,67,105
2024-12-09T18:49:13.340Z,29.208787125664855,-81.02112038043566,68,379
2024-12-09T18:49:13.553Z,29.207392064221338,-81.02440535143525,31,285
2024-12-09T18:49:13.766Z,29.205881389753692,-81.01787324898639,78,332
2024-12-09T18:49:13.977Z,29.206359770279168,-81.02610095241377,49,223
2024-12-09T18:49:14.190Z,29.208179107611105,-81.02046156814005,19,13
2024-12-09T18:49:14.403Z,29.2067608985,-81.02235460852653,47,341
2024-12-09T18:49:14.617Z,29.213222699128103,-81.0221421931467,81,328
2024-12-09T18:49:14.829Z,29.212645059097106,-81.02684893279567,50,472
2024-12-09T18:49:15.041Z,29.206279934670157,-81.02399108978867,5,449
2024-12-09T18:49:15.253Z,29.206111755947948,-81.02194198836331,88,119
2024-12-09T18:49:15.467Z,29.213855139767823,-81.02081877959668,39,459
2024-12-09T18:49:15.678Z,29.207493989703107,-81.01887663271881,32,160
2024-12-09T18:49:15.890Z,29.21542101563253,-81.02425238297293,44,19
2024-12-09T18:49:16.103Z,29.213620561721203,-81.02669473712797,31,428
2024-12-09T18:49:16.316Z,29.214788837413842,-81.02690772438706,17,427
2024-12-09T18:49:16.516Z,29.213445847942246,-81.02195042825737,76,420
2024-12-09T18:49:16.726Z,29.206269034601792,-81.0271496348394,61,295
2024-12-09T18:49:16.937Z,29.21475481210647,-81.0212266057885,36,57
2024-12-09T18:49:17.150Z,29.213151442442694,-81.01885303271331,10,75
2024-12-09T18:49:17.363Z,29.210016497244673,-81.01791926822608,22,403
2024-12-09T18:49:17.576Z,29.209531541133597,-81.02704135399516,45,426
2024-12-09T18:49:17.788Z,29.215595674372626,-81.0257060960297,2,398
2024-12-09T18:49:17.999Z,29.212664017610585,-81.02657144916724,6,127
2024-12-09T18:49:18.211Z,29.20592883691243,-81.01857372604196,39,147
2024-12-09T18:49:18.423Z,29.215120876211923,-81.02454699209176,74,324
2024-12-09T18:49:18.635Z,29.206811530057667,-81.0271762987184,66,493
2024-12-09T18:49:18.848Z,29.214839698369055,-81.01884190246746,70,144
2024-12-09T18:49:19.061Z,29.214370070339218,-81.02418505973372,19,34
2024-12-09T18:49:19.272Z,29.214697199243446,-81.01902387773113,46,147
2024-12-09T18:49:19.483Z,29.2060949299065,-81.02067626045591,94,120
2024-12-09T18:49:19.698Z,29.211514885327748,-81.02475286183514,93,281
2024-12-09T18:49:19.910Z,29.213178853287012,-81.018290613401,24,383
2024-12-09T18:49:20.121Z,29.212027941816043,-81.02110791095113,37,90
2024-12-09T18:49:20.333Z,29.20667802202226,-81.02595987479111,99,142
2024-12-09T18:49:20.545Z,29.20848007142239,-81.01791243126132,6,301
2024-12-09T18:49:20.744Z,29.208508097360845,-81.02755512418366,65,314
2024-12-09T18:49:20.955Z,29.206216027220048,-81.01887357838503,81,397
2024-12-09T18:49:21.168Z,29.2141580514413,-81.02435374389879,17,213
2024-12-09T18:49:21.381Z,29.208088253772186,-81.01914536456074,82,139
2024-12-09T18:49:21.594Z,29.209977712094513,-81.02080301257074,71,212
2024-12-09T18:49:21.805Z,29.214696876732138,-81.01887258285323,97,326
2024-12-09T18:49:22.018Z,29.212217845371587,-81.01889625011967,45,347
2024-12-09T18:49:22.229Z,29.215643318646013,-81.02108419593863,69,336
2024-12-09T18:49:22.441Z,29.207295700042152,-81.0232409589076,89,407
2024-12-09T18:49:22.654Z,29.206703155848952,-81.02245785004648,94,424
2024-12-09T18:49:22.866Z,29.213349881735308,-81.01970599958915,61,208
2024-12-09T18:49:23.078Z,29.207587558517808,-81.02475966731444,87,38
2024-12-09T18:49:23.292Z,29.20890420948065,-81.02524491936,19,464
2024-12-09T18:49:23.506Z,29.206974312181288,-81.02091945794905,72,344
2024-12-09T18:49:23.719Z,29.2125906088286,-81.0244376552958,36,476
2024-12-09T18:49:23.931Z,29.20615062856814,-81.02280243263823,27,128
2024-12-09T18:49:24.143Z,29.212935239372204,-81.02396431897556,91,167
2024-12-09T18:49:24.356Z,29.21371329070828,-81.02058708813102,79,281
2024-12-09T18:49:24.567Z,29.20656950335067,-81.02610576591847,67,0
2024-12-09T18:49:24.780Z,29.21338070390258,-81.02293383673612,88,291
2024-12-09T18:49:24.990Z,29.20738913168291,-81.02334023781084,93,283
2024-12-09T18:49:25.203Z,29.210467020972935,-81.02705638099657,86,237
2024-12-09T18:49:25.416Z,29.210032102286096,-81.02545119069076,44,175
2024-12-09T18:49:25.627Z,29.215727348786725,-81.01832831266886,93,91
2024-12-09T18:49:25.840Z,29.2073811620035,-81.02482402810173,44,30
2024-12-09T18:49:26.053Z,29.21552730330464,-81.02468846406097,38,460
2024-12-09T18:49:26.266Z,29.208914068129253,-81.02382072163778,80,171
2024-12-09T18:49:26.479Z,29.211351747087807,-81.01846844095864,36,269
2024-12-09T18:49:26.691Z,29.20610582754086,-81.02730852824807,71,246
2024-12-09T18:49:26.904Z,29.215189306161456,-81.01940377000672,72,426
2024-12-09T18:49:27.115Z,29.214268319946644,-81.01837253860243,78,400
2024-12-09T18:49:27.326Z,29.20942512619202,-81.02639184315657,68,410
2024-12-09T18:49:27.539Z,29.206583013519268,-81.02010891240975,28,298
2024-12-09T18:49:27.752Z,29.21054637814829,-81.0264297361404,57,427
2024-12-09T18:49:27.966Z,29.211513013132723,-81.02743663205348,95,131
2024-12-09T18:49:28.178Z,29.209263363432054,-81.01839896494323,80,98
2024-12-09T18:49:28.391Z,29.21417600120264,-81.02357178548581,39,274
2024-12-09T18:49:28.604Z,29.212015626437278,-81.02616698878559,10,105
2024-12-09T18:49:28.817Z,29.20584927763933,-81.02233392434177,85,315
2024-12-09T18:49:29.029Z,29.212116370687035,-81.02250917057277,22,214
2024-12-09T18:49:29.241Z,29.209932676307034,-81.02649852182553,40,0
2024-12-09T18:49:29.452Z,29.21316873956715,-81.0248780195715,62,180
2024-12-09T18:49:29.665Z,29.20752929377026,-81.02703592893864,86,125
2024-12-09T18:49:29.879Z,29.21244307011998,-81.02481575098534,4,437
2024-12-09T18:49:30.090Z,29.214519756545478,-81.0207410367276,9,280
2024-12-09T18:49:30.303Z,29.20979867781533,-81.02574526343604,4,455
2024-12-09T18:49:30.514Z,29.207499201725415,-81.01885227943878,49,273
2024-12-09T18:49:30.727Z,29.209323655635316,-81.01906902810528,79,415
2024-12-09T18:49:30.937Z,29.21361741712851,-81.02602032557368,76,376
2024-12-09T18:49:31.151Z,29.20622078488746,-81.02312156399698,74,347
2024-12-09T18:49:31.363Z,29.206995443844466,-81.02774651609279,30,29
2024-12-09T18:49:31.575Z,29.21299938978219,-81.02444551638507,10,328
2024-12-09T19:12:48.615Z,29.208242753860272,-81.02416202375487,73,432
2024-12-09T19:12:48.827Z,29.214707148162276,-81.01999453235335,98,329
2024-12-09T19:12:49.037Z,29.21403096804248,-81.02335486690545,20,385
2024-12-09T19:12:49.250Z,29.208258613748455,-81.01867756283214,24,69
2024-12-09T19:12:49.464Z,29.211023053111663,-81.02023441430904,2,276
2024-12-09T19:12:49.674Z,29.21492968432898,-81.02158952162775,7,19
2024-12-09T19:12:49.886Z,29.209280478724978,-81.02155506303433,91,303
2024-12-09T19:12:50.099Z,29.206682203950106,-81.0267154905776,13,434
2024-12-09T19:12:50.311Z,29.208132514150993,-81.02650190185372,80,259
2024-12-09T19:12:50.523Z,29.209535234732478,-81.02466327527281,78,463
2024-12-09T19:12:50.734Z,29.21229162103392,-81.0213265340782,49,254
2024-12-09T19:12:50.948Z,29.20811377444518,-81.0181634700984,29,157
2024-12-09T19:12:51.159Z,29.215476211880578,-81.02573968743832,39,284
2024-12-09T19:12:51.371Z,29.215375064079975,-81.0184496769711,71,369
2024-12-09T19:12:51.585Z,29.213250949694025,-81.02338048210704,4,57
2024-12-09T19:12:51.798Z,29.210600355828905,-81.02169759081737,71,407
2024-12-09T19:12:52.009Z,29.212628785200746,-81.02728829553583,93,157
2024-12-09T19:12:52.220Z,29.209180945772854,-81.02730579534125,76,442
2024-12-09T19:12:52.433Z,29.21322205205536,-81.01984893654863,56,260
2024-12-09T19:12:52.645Z,29.21459725435938,-81.02570480947581,37,197
2024-12-09T19:12:52.857Z,29.215323275941504,-81.02687507129961,6,209
2024-12-09T19:12:53.069Z,29.206198018794716,-81.02541329025695,99,102
2024-12-09T19:12:53.281Z,29.215469791637474,-81.01835213920393,81,119
2024-12-09T19:12:53.493Z,29.213370450410466,-81.02466917239683,91,370
2024-12-09T19:12:53.706Z,29.20652240374551,-81.02577754349988,14,143
2024-12-09T19:12:53.919Z,29.21418950948275,-81.02030336260013,5,281
2024-12-09T19:12:54.132Z,29.211397628328328,-81.02282819837193,29,227
2024-12-09T19:12:54.343Z,29.208656915448568,-81.0193889933524,93,188
2024-12-09T19:12:54.556Z,29.210294476074477,-81.02547066233815,31,274
2024-12-09T19:12:54.757Z,29.210308503198746,-81.0228040824766,51,221
2024-12-09T19:12:54.971Z,29.21413748944419,-81.02115950979079,24,158
2024-12-09T19:12:55.183Z,29.212888110171065,-81.02337651703385,12,333
2024-12-09T19:12:55.396Z,29.2083107868442,-81.02065143253219,39,75
2024-12-09T19:12:55.609Z,29.21426214593358,-81.01928938415665,84,210
2024-12-09T19:12:55.820Z,29.206353787539967,-81.01823450540404,2,24
2024-12-09T19:12:56.034Z,29.215109283276856,-81.02038796543613,13,347
2024-12-09T19:12:56.245Z,29.205899021765436,-81.0247475187547,85,390
2024-12-09T19:12:56.458Z,29.210226494039386,-81.01934261195353,45,111
2024-12-09T19:12:56.671Z,29.206192739989685,-81.02675548100524,1,153
2024-12-09T19:12:56.884Z,29.208642295076725,-81.02718308720681,75,354
